mwe_template	semantic_tags
barnepige_NOUN player*_NOUN	K5.2/S2mf
børnemisbruger_NOUN set_NOUN	K5.2
seksuelt_ADV misbrug_NOUN af_ADP børn_NOUN	K5.2/S7.3+
chest*_NOUN vidunderbarn_NOUN drawers_NOUN	H5
børnebeskyttelse_NOUN X-ray*_NOUN	B3/O2
børnepsykolog_NOUN cold_NOUN	B2-
børneopdragelse_NOUN expander*_NOUN	K5.1/O2
børnebidrag_NOUN freezer*_NOUN	O4.6-/O3
børnehjem_NOUN plate*_NOUN	B5
børnelitteratur_NOUN size_NOUN	N3.2
børnehjem_NOUN specialist*_NOUN	B3/S2mf
chew*_* {DET/Np} børnecenter_NOUN {ADV} off_ADV	Q2.2
chew*_* {PRON/ADV/Np} børnehjem_NOUN	A1.1.2
kuldefaktor_NOUN gum_NOUN	F1
køleskab_NOUN and_CCONJ egg_NOUN	N4
skorstensbrystning_NOUN feed_NOUN	L2/F1
skorstenspotte_NOUN hut*_NOUN	H1/L2
skorstensstabel_NOUN leg*_NOUN	F1
vitrineskab_NOUN pox_NOUN	B2-
flække_VERB af_ADP	O2
hugge_VERB ud_ADV	G2.1/S2mf
hugge_VERB væk_ADV	G2.1/S2mf
chipbar_NOUN inspector_NOUN	G2.1/S2mf
chip_NOUN på_ADP skulderen_NOUN	G2.1/S2mf
chipbutik_NOUN superintendent_NOUN	G2.1/S2mf
chit_NOUN chat_NOUN	G3/S2mf
klorinsyre_NOUN {ADJ/INTJ} executive*_NOUN	S7.1+/S2mf
chokolade_NOUN caraque_NOUN	G2.1-
chokolade_NOUN og_CCONJ rom_NOUN mousse_NOUN	G2.1-/S2mf
chokoladebar_NOUN benefit_NOUN	T3-/I1.1
chokoladekiks_NOUN care_NOUN	S4
chokoladeknap_NOUN development_NOUN	P1
korleder_NOUN labor_NOUN	T3-/I3.1
korprøve_NOUN labour_NOUN	T3-/I3.1
bide_VERB i_ADP biddet_NOUN	S4/S2mf
hugge_VERB og_CCONJ ændre_VERB	S4
hugge_VERB ned_ADV	G2.1-/S2mf
hugge_VERB af_ADV	G2.1-
hugge_VERB ud_ADV	T3-/X9.1+/S2mf
spisepinde_NOUN protection_NOUN	S1.1.1/G1.1
chop_NOUN suey_NOUN	B3/S2mf
korforening_NOUN rearing_*	S4
korpige_NOUN support_NOUN	I1.1/S4
korlinje_NOUN 's_PART home*_NOUN	H1/T3-c
herre_NOUN gud_NOUN	T3-/Q4.1
dåbskjole_NOUN 's_VERB home*_*	H1/T3-
dåbsnavn_NOUN centre*_NOUN	T3-/S2mf/M6
dåbskjole_NOUN home*_NOUN	H1/T3-c
kristent_ADJ center_NOUN	W4
juletræ_NOUN cabinet*_NOUN	O4.6-/O3
krom_NOUN kobolt_NOUN	H2
kromoxid_NOUN pot*_NOUN	H2
kromstål_NOUN stack*_NOUN	H2
krommangel_NOUN cabinet*_NOUN	H5
chip*_* krombelægning_NOUN	Q2.2
kaste_VERB ned_ADV	A1.1.1
chip*_* {PRON/ADV/Np} tilføje_VERB	I1.2
smide_VERB væk_ADV	A1.1.1
kaste_VERB op_ADV	F1/H1
brokke_VERB sig_PRON	E6-
kirkegænger_NOUN shop*_NOUN	F1/H1c
kirkegang_NOUN chat_*	Q2.1
kirkegruppe_NOUN acid_NOUN	O1.2
kirkesal_NOUN caraque_NOUN	F1
kirkeleder_NOUN and_CCONJ rum_NOUN mousse*_NOUN	F1
kirkemusik_NOUN bar*_NOUN	F1
kirkeskole_NOUN biscuit*_NOUN	F1
gudstjeneste_NOUN button*_NOUN	F1
kirkeværge_NOUN master*_NOUN	K2/S2m
kirkebryllup_NOUN practice*_NOUN	K2
chomp*_VERB kirkearbejder_NOUN the_DET bit_NOUN	X5.2+
spytte_VERB ud_ADV	A2.1+
chop*_* {PRON/ADV/Np} æblecidereddike_NOUN	A1.1.1
chop*_* {PRON/ADV/Np} cigarholder_NOUN	A1.1.1
chop*_* {PRON/ADV/Np} cigartænder_NOUN	A1.1.1 A1.9
cigaretetui_NOUN stick*_NOUN	F1
cigaretende_NOUN suey_NOUN	F1
cigaretholder_NOUN society_NOUN	K2/S5+
cigarettænder_NOUN girl*_NOUN	K4/S2.1f
cigaretmaskine_NOUN line*_NOUN	K4/S5+
cigaretpakke_NOUN almighty_ADJ	Z4
cigaretpapir_NOUN gown*_NOUN	S9/B5
filmkamera_NOUN name*_NOUN	Q2.2/S9
biografkompleks_NOUN robe*_NOUN	B5/S9
biografgænger_NOUN centre*_NOUN	S9/H1c
printplade_NOUN tree*_NOUN	L3/S9
afbryder_NOUN cobalt_NOUN	O1.1
circuit_NOUN træning_NOUN	O1.1
rundsav_NOUN steel_NOUN	O1.1
situationel_ADJ depression_NOUN	B2-
borgeranholdelse_NOUN plating_NOUN	O1.1
chuck*_* {PRON/ADV/Np} citrusfrugt_NOUN	W4 M2
byens_NOUN myndighed_NOUN	M2 T2-
byens_NOUN centrum_NOUN	M2 X7-
byens_NOUN centrum_NOUN	M2
chunter*_* {ADV} byråd_NOUN	Q2.1
byrådsmedlem_NOUN goer*_NOUN	S9/S2mf
bygård_NOUN going_*	S9
rådhus_NOUN group*_NOUN	S9/S5+c
rådhus_NOUN parkeringsplads_NOUN	H1/S9
bytype_NOUN leader*_NOUN	S9/S2mf
byråd_NOUN music_NOUN	S9/K2
borgercenter_NOUN school*_NOUN	P1/S9c
borgerhal_NOUN service*_NOUN	S9
civil_ADJ forsvar_NOUN	S9/S2mf
civil_ADJ ulydighed_NOUN	S4/S9
civil_ADJ ingeniør_NOUN	S9/S2mf
civil_ADJ ingeniørarbejde_NOUN	A1.1.1
civil_ADJ ingeniører_NOUN	O1.2 F1
civil_ADJ ret_NOUN	F3/O2
borger_NOUN rettigheder_NOUN	F3/O2
borger_NOUN rettighedsbevægelsen_NOUN	F3/O2
embedsmand_NOUN end*_NOUN	F3/N5.2+
offentlig_ADJ tjeneste_NOUN	F3/O2
borger_NOUN krig_NOUN	F3/O2
kræve_VERB tilbage_ADV	F3/O2
krav_NOUN formular_NOUN	F3
skadeschef_NOUN camera*_NOUN	Q4.3
klappe_VERB i_ADV	Q4.3/H1
muslinge_NOUN suppe_NOUN	Q4.3/S2mf
slå_VERB ned_ADV	Y2
klirre_VERB rundt_ADV	Y2
klappe_VERB i_ADV hænderne_NOUN	K5.1
slidt_ADJ op_ADV	O2
klar_ADJ opfordring_NOUN	B2-/X1
klasse_NOUN A_SYM stof_NOUN	G2.1
klasse_NOUN forskel_NOUN	F1
klasse_NOUN værelse_NOUN	G1.1c
klasse_NOUN system_NOUN	H3
klasse_NOUN lærer_NOUN	H3
klassisk_ADJ bil_NOUN	G1.1
klassisk_ADJ guitar_NOUN	G1.1/S2mf
klassisk_ADJ musik_NOUN	F4/H3c
klassificeret_ADJ annonce_NOUN	G1.1/H1c
klassificerede_ADJ resultater_NOUN	M3/M7
klasseværelse_NOUN lærer_NOUN	I2.1/S2mf
klø_VERB efter_ADP	G1.1c
klø_VERB tilbage_ADV	G1.1/H1c
klø_NOUN hammer_NOUN	G1.1/H1c
ler_NOUN due_NOUN	G3
lerdue_NOUN skydning_NOUN	G2.1-
ler_NOUN jord_NOUN	Y1/S2mf
forbedre_VERB opførsel_NOUN	Y1
rengøre_VERB ned_ADV	Y1/S2mf
rengøre_VERB af_ADV	G2.1
rengøre_VERB ud_ADV	G1.2
rengøre_VERB igennem_ADV	G1.2/S5+
rengøre_VERB op_ADV	G1.1/S2mf
ren_ADJ og_CCONJ ryddelig_ADJ	G1.1c
ren_ADJ som_ADP en_DET fløjte_NOUN	G3
rengøringsvæske_NOUN street_NOUN	G3-
claim*_* {PRON/ADV/Np} rengøringsmand_NOUN	Q2.2
rengøringskvinde_NOUN form*_NOUN	A9+/Q1.2
renselotion_NOUN manager*_NOUN	I2.1/S2mf
clam*_* {ADV} rengøringstjenester_NOUN	A10-/Q2.2
rensercreme_NOUN chowder_NOUN	F1
rydde_VERB luften_NOUN	A1.7+
rydde_VERB væk_ADV	M1/X3.2+
clap*_* *_DET smutte_VERB	X3.2+
rydde_VERB ud_ADV	O4.2- A1.1.2
rydde_VERB op_ADV	Q2.2/X5.2+
tydelig_ADJ A_SYM drug*_NOUN	B3 F3
udsalg_NOUN distinction*_NOUN	S5+/A6.1-
udsalgsbutik_NOUN room*_NOUN	P1/H2
ganespalte_NOUN system_NOUN	S5+
kontorassistent_NOUN teacher*_NOUN	P1/S2mf
kontorarbejde_NOUN car*_NOUN	M3/A4.1 M3/T3+
registrere_VERB sig_PRON	K2
retssekretær_NOUN music_NOUN	K2
klikke_VERB tilbage_ADV	I2.2/Q2.2
klikke_VERB på_ADP plads_NOUN	K5.1
klikke_VERB på_ADP plads_NOUN	P1/S2mf
kliklyd_NOUN i_ADP hoften_NOUN	E3-
klient_NOUN server_NOUN	A9+
klatre_VERB op_ADV ad_ADP stigen_NOUN	O2
klatre_VERB på_ADP væggene_NOUN	O2/K5.1
klatre_VERB tilbage_ADV	K5.1
klatre_VERB ned_ADV	O1.1
klatre_VERB på_ADP	G2.2+/A2.1
klatre_VERB op_ADV	B4
klatre_VERB op_ADV ad_ADP stigen_NOUN	B4
klatre_VERB ned_ADV	B4 G2.2-
clean*_* {PRON/ADV/Np} klatrestativ_NOUN	B4
clean*_* {PRON/ADV/Np} klatrestativ_NOUN	B4 I1.1 G2.2+/A2.1
holde_VERB fast_ADV	O4.2+
klinisk_ADJ kræftafdeling_NOUN	O4.2+ G2.1+
klinisk_ADJ depression_NOUN	B4
klinisk_ADJ eksperimentel_ADJ mikrobiologi_NOUN	B4/S2.1f
klinisk_ADJ psykolog_NOUN	B4/S2.1f
klinisk_ADJ psykologi_NOUN	B4
klinisk_ADJ skole_NOUN	B4
klinisk_ADJ forsøg_NOUN	B4
fastgøre_VERB med_ADP klips_NOUN	Q2.2
clear*_* {PRON/ADV/Np} klipsplade_NOUN	B4 A9-
registrere_VERB ankomst_NOUN	M1 M2 Z4
clear*_* {PRON/ADV/Np} vækkeur_NOUN	B4 M1 M2
clear*_* {PRON/ADV/Np} urtårn_NOUN	X9.2+ W4 B2+ B4 A1.1.1 Q2.2
ur_NOUN cut_*	A4.2+
urværkstog_NOUN sale_NOUN	I2.2
blokere_VERB store*_NOUN	I2.2/H1c
klumpedanser_NOUN palate*_NOUN	B2-
klumpedans_NOUN assistant*_NOUN	Q1.2/S2mf
lukke_VERB ned_ADV	Q1.2
nærme_VERB sig_PRON	B3
blokere_VERB of_ADP {DET} court*_NOUN	G2.1/S2mf
bevæge_VERB sig_PRON tættere_ADV på_ADP	M2 M1
click*_* {PRON/ADV/Np} nær_ADJ place_NOUN	X2.5+ M2 A1.2+
tæt_ADJ sammen_ADV	X2.5+ A1.1.1
lukke_VERB helt_ADV	B2-
tæt_ADJ på_ADP	Y2
tæt_ADJ sammentømret_ADJ	S7.1+/A2.1
climb*_* nær_ADJ {ADJ/INTJ} walls_NOUN	E3-
climb*_* {ADV} nær_ADJ	M1 A2.1+
lukke_VERB permanent_ADV	M1 S7.1-
climb*_* {ADV} blokere_VERB	M1
overvågning_NOUN tv_NOUN	M1 N5+/A2.1 S7.1+/A2.1
lukket_ADJ dør_NOUN	S7.1+/A2.1
fagforening_NOUN arbejdsplads_NOUN	S7.1-
tæt_ADJ sammentømret_ADJ	K6
nærmere_ADV bopæl_NOUN	K6 G3/B2+
hemmelig_ADJ homoseksuel_ADJ	A9+ L1+/T2++
lukke_VERB tid_NOUN	B3c
slut_NOUN dato_NOUN	B2-/X1
lukkeudsalg_NOUN experimental_ADJ microbiology_NOUN	Y1/B3
klumpe_VERB psychologist*_NOUN	Y1/S2mf
stofkasket_NOUN psychology_NOUN	B3/X1
tøjkurv_NOUN school*_NOUN	B3/P1c
tørrestativ_NOUN trial*_NOUN	Y1/X2.4
clip*_* {PRON/ADV/Np} tørresnor_NOUN	A1.1.1
tøjklemme_NOUN board*_NOUN	Q1.2
clock*_* {PRON/ADV/Np} tøjbutik_NOUN	T1
tøjpenge_NOUN radio*_NOUN	T1/Q4.3/O2
koaguleret_ADJ fløde_NOUN	T1/H1
koaguleringsmiddel_NOUN watch*_*	T1
koagulationsfaktor_NOUN train*_NOUN	K6
clog*_* {PRON/ADV/Np} drømmeland_NOUN	A1.1.2
syvende_ADJ himmel_NOUN	K1/S2mf
slag_NOUN mod_ADP øret_NOUN	K1
slå_VERB nogen_PRON	T2-
slå_VERB sammen_ADV	A1.7+ M1
clos*_* {PRON/ADV/Np} klubkreds_NOUN	A10-
close*_VERB {ADV} klumpfod_NOUN {ADV} on_ADP	M1/N3.3-
klubsteak_NOUN by_*	N3.3-
klub_NOUN tøj_NOUN	N3.3- S5+
velinformeret_ADJ up_*	N3.3-
holdt_VERB fast_ADV	N3.3-
klyngebombe_NOUN knit_*	S5+
rode_VERB til_ADV	A13.4
andenpilot_NOUN to_ADV	A13.4 N3.3-
buschauffør_NOUN {PRON/Np} down_ADV	A10- T2-
busoperatør_NOUN {PRON/Np} off_ADV	A10-
bustur_NOUN television*_NOUN	X3.4/A1.7+
buschauffør_NOUN door_NOUN	A10-
busferie_NOUN shop*_NOUN	I3.1
vognhus_NOUN knit_VERB	S5+
busrejse_NOUN to_ADP home_NOUN	A6.2++
buslast_NOUN gay_*	S3.2/A10-/S2m
busterminal_NOUN time_NOUN	T2-/T1
bustur_NOUN date_NOUN	T2-/T1.2
bustur_NOUN down_ADV sale_NOUN	T2-/I2.2
clot*_* {PRON/ADV/Np} bustur_NOUN	O4.5
kulminearbejders_NOUN lunge_NOUN	B5
kulspand_NOUN basket*_NOUN	B5/B4
kul_NOUN bunker_NOUN	B5/B4
kul_NOUN kælder_NOUN	B5/B4
kul_NOUN rutschebane_NOUN	B5/B4
kul_NOUN felt_NOUN	B5/I2.2/H1
kul_NOUN brand_NOUN	B5/I1.1
kul_NOUN mand_NOUN	F1
kul_NOUN magasin_NOUN	B1
kul_NOUN producent_NOUN	B1
kul_NOUN handler_NOUN	A5.4-
kul_NOUN mine_NOUN	E4.1+
kul_NOUN minedrift_NOUN	E3-
kul_NOUN spand_NOUN	E3-
kul_NOUN skur_NOUN	S5+
koalitions_NOUN regering_NOUN	K1
grov_ADJ fisker_NOUN	B1 B2-
grov_ADJ fiskeri_NOUN	F1
kyst_ADJ bælte_NOUN	B5/K1
kystvagt_NOUN station_NOUN	X9.1+
kystvagt_NOUN skib_NOUN	M2 L1+/T2++
bøjle_NOUN bomb*_NOUN	G3
clutter*_* {PRON/ADV/Np} våbenskjold_NOUN	O4.2-
knagerække_NOUN pilot*_NOUN	M5/S2mf M4/S2mf
overtale_VERB driver*_NOUN	M3/S2mf
koboltblå_NOUN operator*_NOUN	M3/S2mf
sammenflikke_VERB tour*_NOUN	M3/M1
brosten_NOUN driver*_NOUN	M3/S2mf
kludre_VERB holiday*_NOUN	K1/M3
cockpit_NOUN house*_NOUN	H1
cocktailbar_NOUN journey*_NOUN	M3
cocktailkabinet_NOUN loads_NOUN	N5/M3
cocktailcigaret_NOUN station_NOUN	M3/H1
cocktailkjole_NOUN tour*_NOUN	M3/K1
cocktail_NOUN lounge_NOUN	M3/K1
cocktailfester_NOUN trip*_NOUN	M3/M1
cocktailfest_NOUN miner_NOUN 's_PART lung_NOUN	B2-
cocktailpølse_NOUN bucket*_NOUN	O2
cocktailshaker_NOUN bunker*_NOUN	H3
kakaobønne_NOUN cellar*_NOUN	H2
kakaosmør_NOUN chute*_NOUN	H2
kakaopulver_NOUN field*_NOUN	M7/I4
kodenummer_NOUN fire*_NOUN	H5/O4.6+
kodeord_NOUN m*n_NOUN	O1.1/S2m
kodning_NOUN wise_ADV	Q4.2/I4
kodningskontorist_NOUN sygeplejerske_NOUN	I4/S2mf
kaffebar_NOUN merchant*_NOUN	I2.2/S2mf
kaffebønne_NOUN mine*_NOUN	I4/M7c
kaffepause_NOUN mining_NOUN	I4
kaffekop_NOUN scuttle*_NOUN	H5
kaffe_NOUN aften_NOUN	H3
kaffefilter_NOUN government*_NOUN	G1.2/S5+
kaffesump_NOUN fisherm*n_NOUN	K5.1/S2m
kaffehus_NOUN fishing_NOUN	K5.1
kaffemaskine_NOUN belt*_NOUN	W3
kaffemaskine_NOUN station*_NOUN	S8+/H1
kaffe_NOUN morgen_NOUN	S8+/M4
kaffeperkolator_NOUN hanger*_NOUN	O2
kaffesæt_NOUN of_ADP arms_NOUN	Q1.1
kaffebar_NOUN rack*_NOUN	H5
coax*_* {PRON/ADV/Np} sofabord_NOUN	Q2.2
coke_VERB up_ADV	O4.3
cobbl*_* {PRON/ADV/Np} opfinde_VERB	A1.1.1
koldblodig_ADJ stone*_NOUN	O2
kold_ADJ luft_NOUN enhed_NOUN	X9.2-
kold_ADJ opkald_NOUN	M5
koldcreme_NOUN bar*_NOUN	F2/H1c F2/H2
koldbænk_NOUN cabinet*_NOUN	F2/H5
kold_ADJ kød_NOUN	F3
herpes_NOUN dress*_NOUN	B5
kold_ADJ opbevaring_NOUN	H2/F2
koldsved_NOUN parties_NOUN	S1.1.3+
kold_ADJ afvænning_NOUN	S1.1.3+
den_DET kolde_ADJ krig_NOUN	F1
kraveben_NOUN shaker*_NOUN	F2/O2
kravelængde_NOUN hår_NOUN	F1
kravestørrelse_NOUN butter_NOUN	F1
samle_VERB powder_NOUN	F1
modtagerbetalt_ADJ opkald_NOUN	N1/A4.1
erfaring_NOUN word*_NOUN	Q3/A10-
indsamlingstallerken_NOUN wise_*	Y2
kollektiv_ADJ landbrug_NOUN	B3/S2mf
kollektivt_ADJ substantiv_NOUN	F2/H1c
kollektiv_ADJ ejerskab_NOUN	F2/O1.1
kollektiv_ADJ sikkerhed_NOUN	K1/T1.3
kollektivt_ADJ ubevidste_ADJ	F2/O2
samler_NOUN udgave_NOUN	S1.1.3+
samler_NOUN udgave_NOUN	F2/O2
samler_NOUN udgave_NOUN	F2/O1.1
lærer_NOUN uddannelse_NOUN	F2/H1
videregående_ADJ uddannelsesinstitution_NOUN	F2/O3
universitets_NOUN kursus_NOUN	F2/O3
universitets_NOUN ven_NOUN	S1.1.3+
universitets_NOUN afgænger_NOUN	O2/F2
universitets_NOUN lektor_NOUN	F2/O2
teknisk_ADJ skole_NOUN	F2/H1c
universitets_NOUN studerende_NOUN	H5
kollegialt_ADJ system_NOUN	A1.1.2
kolonisk_ADJ skylning_NOUN	A1.1.2
kolostomi_NOUN pose_NOUN	E1- B1
farve_NOUN koordineret_ADJ	O2
farve_NOUN kode_NOUN	I2.2
farve_NOUN blind_ADJ	B4
farve_NOUN blindhed_NOUN	L3/O2
farve_NOUN filter_NOUN	F1
farve_NOUN fordom_NOUN	B2-
farve_NOUN skema_NOUN	O4.6-- T4-
farve_NOUN sergent_NOUN	E5- E6- B2-
farve_NOUN tillæg_NOUN	T2-/F3- B2-
farve_NOUN fjernsyn_NOUN	G3
male_VERB bog_NOUN	B1
kamp_NOUN forsyninger_NOUN	B1/N3.3
kamp_NOUN pligt_NOUN	B5/N3.2
kamp_NOUN jakke_NOUN	A9+ S5+
kamp_NOUN soldater_NOUN	Q1.3
kamp_NOUN zone_NOUN	X2.2+
kombination_NOUN lås_NOUN	S9/O2
kombination_NOUN system_NOUN	F4/S5+
meje_VERB tærsker_NOUN	Q3
kombineret_ADJ videnskab_NOUN	A9+/S5+
kombinerede_ADJ studier_NOUN	A9+/G2.1 A9+/A15+
komme_VERB først_ADJ	A9+/X2.2- S1.1.1
modtage_VERB en_DET masse_NOUN kritik_NOUN	Q4.1/C1
blive_VERB meget_ADV god_ADJ	Q4.1/C1
tale_VERB direkte_ADV	Q4.1/C1
levere_VERB det_DET	P1/H1c
college*_NOUN fejle_VERB further_ADJ and_CCONJ higher_ADJ education_NOUN	P1/H1c
kritisere_VERB hårdt_ADV	P1
være_VERB vigtigst_ADJ	S3.1/P1mf
vende_VERB hjem_ADV	P1/S2mf
blive_VERB involveret_ADJ	P1/S2mf
blive_VERB tilgængelig_ADJ	P1/H1c
stoppe_VERB student*_NOUN	P1/S2mf
nå_VERB kritisk_ADJ stadium_NOUN	P1
forstå_VERB og_CONJ håndtere_VERB	B3
blive_VERB kendt_ADJ	B3
acceptere_VERB situation_NOUN	O4.3
nå_VERB beslutning_NOUN	O4.3/A4.1
blive_VERB udsat_ADJ	O4.3/X3.4-
nå_VERB niveau_NOUN	B2-/O4.3-
tænke_VERB på_ADP	O4.2/O2
blive_VERB ydmyget_ADJ	O4.2/X2.1 O4.2/A5.1-
komme_VERB ned_ADV hårdt_ADJ på_ADP	O4.3
komme_VERB fra_ADP	G3/S2mf
komme_VERB fuld_ADJ cirkel_NOUN	Q1.2
komme_VERB i_ADP praktisk_ADJ	Q4.3
komme_VERB ind_ADV i_ADP	C1/Q1.2
komme_VERB ind_ADV i_ADP hovedet_NOUN	O2/G3
komme_VERB ind_ADV i_ADP det_PRON	G3
komme_VERB i_ADP kontakt_NOUN	G3/B5
komme_VERB ud_ADV af_ADP skallen_NOUN	G3/S5+
komme_VERB ud_ADV på_ADP toppen_NOUN	G3/M7
komme_VERB til_ADP et_DET stop_NOUN	N1/O2 N1/A1.7+
komme_VERB sammen_ADV	O2
komme_VERB omkring_ADV	F4/M3
komme_VERB på_ADP tværs_ADV	Y1
komme_VERB til_ADP live_ADJ	P1
komme_VERB med_ADV	A11.1+ N4
komme_VERB omkring_ADV	Q2.2
komme_VERB på_ADP	A1.5.2+
komme_VERB væk_ADV	A10+
komme_VERB tilbage_ADV	X9.2+
komme_VERB forbi_ADV	X9.1-
komme_VERB rent_ADV ud_ADV	G2.1
komme_VERB ned_ADV	A11.1+
komme_VERB frem_ADV	M1
komme_VERB ind_ADV	A1.8+
komme_VERB på_ADP linje_NOUN med_ADP	T2+
komme_VERB til_ADP værelse_NOUN	T2- M8
træde_VERB i_ADP kraft_NOUN	A1.1.1/N5.1+
komme_VERB i_ADP tanke_NOUN	X2.5+
komme_VERB i_ADP drift_NOUN	A10+
come*_* {ADV} lykkes_VERB terms_NOUN with_ADP	X2.5+
komme_VERB på_ADP	X6+
komme_VERB ud_ADV	A1.8+ A4.1 S7.1-
komme_VERB ud_ADV med_ADP	M1 N5 T1
komme_VERB ud_ADV af_ADP	X2.1 A9+
komme_VERB over_ADV	S7.1-/A2.1
komme_VERB rigtigt_ADV	G2.1
komme_VERB til_ADP bevidsthed_NOUN	M6 A2.2
komme_VERB igennem_ADV	A2.1-
komme_VERB til_ADP bevidsthed_NOUN	A1.5.2+
komme_VERB i_ADP tanke_NOUN	A9+
komme_VERB til_ADP fornuft_NOUN	X2.1
komme_VERB til_ADP en_DET ende_NOUN	A1.8+
komme_VERB til_ADP live_NOUN	S1.1.1 X3.3
komme_VERB til_ADP kogepunktet_NOUN	S1.2.3+/A2.1
komme_VERB til_PART at_PART ske_VERB	S7.1+ X9.2+
komme_VERB op_ADV	M8 T2-
komme_VERB op_ADV til_ADP standard_NOUN	S5+ X9.2+
komme_VERB op_ADV imod_ADP	A1.1.1 M1%
hold_VERB op_ADV med_ADP det_PRON	A10+ A8+ M1 Q2.1 X9.2+
fortjent_ADJ straf_NOUN	X5.2+ A3+
uanset_ADP hvad_PRON der_PRON sker_VERB	M1 A1.1.1
come*_VERB {ADV} komedieshow_NOUN	A1.1.1 B1 M1 A2.1+
come*_VERB {ADV} trøstemad_NOUN	E3-
come*_VERB {ADV} komfortzone_NOUN	M1 A1.1.2
come*_VERB {ADV} trøstespiser_NOUN	M1/N6+ X2.2+
come*_VERB {ADV} trøstespisning_NOUN	M1
come*_VERB {ADV} tegneseriestribe_NOUN	O4.2+ A5.2+
come*_VERB {ADV} tegneserie_NOUN	N5-/A2.1 N5-/I1.3 M1
komisk_ADJ opera_NOUN	M1
come*_VERB {ADV} komedieaflastning_NOUN	M1 A1.5.2+ O4.2+ S1.1.3+ T2+
come*_VERB {ADV} komedievers_NOUN line_* with_*	A6.1+/A2.1
komme_VERB ned_ADV en_DET pind_NOUN	A3+
komme_VERB hårdt_ADV ned_ADV på_ADP	T2+
komme_VERB først_ADV	X2.1
komme_VERB fra_ADP	T2+
komme_VERB fuld_ADJ cirkel_NOUN	A10- X9.2+ T2- M1
komme_VERB i_ADP handy_ADJ	M1 T2+ Z4 S3.2
komme_VERB i_ADP for_ADP meget_ADJ kritik_NOUN	M1 A10- A10+ A1.1.1 T2- S3.2/B1@
komme_VERB ind_ADV i_ADP	Q2.1
komme_VERB til_ADP et_DET hoved_NOUN	S1.2.3+/A2.1
komme_VERB i_ADP sin_DET egen_DET	M1 A1.1.1 A8+ A2.1+
komme_VERB ind_ADV i_ADP det_PRON	A5.1+/A2.1
komme_VERB i_ADP kontakt_NOUN	M1 B1 A2.1+ A1.1.1
komme_VERB ud_ADV af_ADP sin_DET skal_NOUN	M1 X9.2+ A11.2+ Q1.3
komme_VERB ud_ADV på_ADP toppen_NOUN	A4.1 M1 B1 N5 X6+ X2.1
komme_VERB lige_ADV til_ADP sagen_NOUN	X2.1
komme_VERB til_ADP et_DET stand_NOUN	S1.2.6+/A2.1
komme_VERB til_ADP et_DET hoved_NOUN	T2-
komme_VERB til_ADP et_DET stand_NOUN	A1.1.1/A2.1 A5.4+/A8
mødes_VERB sammen_ADV	O4.6+ E3-
nærmer_VERB sig_PRON for_ADP	A1.1.1
levere_VERB varerne_NOUN	A1.1.1 M1 P1%
come*_VERB {ADV} fejle_VERB to_* standard_NOUN	A5.1+
come*_VERB {ADV} ske_VERB against_ADP	S7.3+ M1
finde_VERB tilfældigt_ADV	Z4
blive_VERB livlig_ADJ	G2.2
gøre_VERB fremskridt_NOUN	A7+++
genvinde_VERB bevidstheden_NOUN	Q4.3
nærme_VERB sig_PRON	F1/E1
forlade_VERB zone*_NOUN	A15+/E1 A12+/E1
vende_VERB tilbage_ADV	F1/E1mf
besøge_VERB kortvarigt_ADV	F1/E1
tilstå_VERB strip*_NOUN	Q4
falde_VERB book*_NOUN	K1/Q4.1
kritisere_VERB hårdt_ADV	K2
være_VERB vigtigste_ADJ	Z3/S8+
tilbyde_VERB hjælp_NOUN	Q3 Q4.1
vende_VERB hjem_ADV	S7.1-/A2.1
komme_VERB ind_ADV	G2.1
at_PART blive_VERB involveret_ADJ i_ADP det_PRON	A11.1+ N4
at_PART tilpasse_VERB sig_PRON med_ADP	M6
at_PART begynde_VERB at_PART eksistere_VERB	A2.1-
at_PART blive_VERB gyldig_ADJ	A1.5.2+
at_PART begynde_VERB at_PART fungere_VERB	Q2.2
at_PART blive_VERB husket_VERB	A9+ T2+
at_PART lykkes_VERB	X2.1
at_PART begynde_VERB at_PART udvikle_VERB sig_PRON	A1.5.2+
at_PART blive_VERB tilgængelig_ADJ	A1.8+
at_PART blive_VERB afsløret_VERB	S1.1.1 X3.3
at_PART sige_VERB noget_PRON pludseligt_ADV	S1.2.3+/A2.1
at_PART komme_VERB ud_ADV af_ADP	S7.1+ X9.2+
at_PART besøge_VERB	A10+
at_PART blive_VERB korrekt_ADJ	T2- M8
at_PART genvinde_VERB bevidstheden_NOUN	A1.1.1/N5.1+
at_PART overleve_VERB	M8 T2-
at_PART genvinde_VERB bevidstheden_NOUN	S5+ X9.2+
at_PART blive_VERB husket_VERB	A13.4 S1.1.1
at_PART begynde_VERB at_PART tænke_VERB klart_ADV	X9.2+
at_PART nå_VERB en_DET afslutning_NOUN	X9.1-
komme_VERB til_ADP rette_NOUN med_ADP	A1.1.1 M1%
komme_VERB til_ADP live_NOUN	A10+ A8+ M1 Q2.1 X9.2+
komme_VERB for_ADP dagen_NOUN	X5.2+ A3+
komme_VERB til_ADP rette_NOUN med_ADP	M1 A1.1.1
komme_VERB til_ADP kogepunktet_NOUN	A1.1.1 B1 M1 A2.1+
komme_VERB til_ADP konklusionen_NOUN	E3-
komme_VERB til_PART at_PART ske_VERB	M1 A1.1.2
